rat_ID,rat_name,detail,Freq,Dur,dB,dprime,Rxn,line,genotype,sex
211,Purple4,Alone,0,50,50,3.12477770797826,249.745782263856,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,55,3.01176205636098,210.899039558518,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,60,3.19702911172528,218.71917155867,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,65,3.00858773339503,179.525595653378,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,70,3.19579126689522,191.421532139481,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,30,1.6510756909284,425.584725907217,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,80,3.19381258957496,171.055475633892,Fmr1-LE,WT,M
211,Purple4,Alone,0,50,90,3.2467301709112,118.56184,Fmr1-LE,WT,M
196,LP5,Mixed,0,50,10,0.356834306869562,968.744,Fmr1-LE,WT,M
196,LP5,Mixed,0,100,10,0.675473670833937,904.858666666667,Fmr1-LE,WT,M
196,LP5,Mixed,0,300,10,0.208583436553763,954.624791666667,Fmr1-LE,WT,M
210,Purple2,Mixed,0,50,10,0.37091413113761,727.8636,Fmr1-LE,KO,M
210,Purple2,Mixed,0,300,10,0.676920194180813,1061.63639814815,Fmr1-LE,KO,M
211,Purple4,Alone,0,50,20,0.257345782605032,805.031607156732,Fmr1-LE,WT,M
213,Purple3,Alone,0,100,25,0.964948452417817,414.583677857143,Fmr1-LE,KO,M
213,Purple3,Alone,0,100,35,2.27905920270175,255.578410285285,Fmr1-LE,KO,M
213,Purple3,Alone,0,100,45,2.71670624766459,202.269376992377,Fmr1-LE,KO,M
213,Purple3,Alone,0,100,55,2.7216046938366,180.708184797297,Fmr1-LE,KO,M
211,Purple4,Mixed,0,50,90,2.73633621870734,114.875049404762,Fmr1-LE,WT,M
211,Purple4,Mixed,0,100,90,2.80964534336377,118.306695970696,Fmr1-LE,WT,M
211,Purple4,Mixed,0,300,90,2.79725846256495,101.728245726496,Fmr1-LE,WT,M
164,TP6,Mixed,0,50,20,0.59590339772502,527.107083333333,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,30,2.71176707622762,256.359882792208,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,40,2.76328516515951,234.144747842057,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,50,2.8750415492398,236.381382142857,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,60,2.86930434824776,186.545554320988,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,70,2.87421227537957,184.843527160494,Tsc2-LE,Het,F
164,TP6,Mixed,0,50,80,2.99347802571956,162.452733796296,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,20,0.744131733202635,544.556267857143,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,30,2.82329016937643,239.413296284271,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,40,2.77335180903214,222.355472405877,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,50,2.87587082310003,219.471394444444,Tsc2-LE,Het,F
164,TP6,Mixed,0,100,60,2.87587082310003,190.884969444444,Tsc2-LE,Het,F
